"GeneBankID"
"10173299"
"10174629"
"10174630"
"10175887"
"10184710"
"103487155"
"103487991"
"103488518"
"104304159"
"10441635"
"104781693"
"104781857"
"104782092"
"104783570"
"1050304"
"1054936"
"10567335"
"10580282"
"10580737"
"105897501"
"10639338"
"1066149"
"106762431"
"106764027"
"106768482"
"106769175"
"106771910"
"106889690"
"107015899"
"107027283"
"107103204"
"10716967"
"10716968"
"108460873"
"108462113"
"108466334"
"108466697"
"108467099"
"10863129"
"108743469"
"108757552"
"108761575"
"108762496"
"108763297"
"108764683"
"108765644"
"108765844"
"108766126"
"108768604"
"108768762"
"108769877"
"108781097"
"108801912"
"108803052"
"108803396"
"108804635"
"108804678"
"108805150"
"108805480"
"109290313"
"109290330"
"109452320"
"109452398"
"109452464"
"109452488"
"109452500"
"109452545"
"109452560"
"109454940"
"109454988"
"109455707"
"109455731"
"109456040"
"109456619"
"109457038"
"10956961"
"109624840"
"109626263"
"109632429"
"109632807"
"109641914"
"109642772"
"109645564"
"109660010"
"109660030"
"109660081"
"109699047"
"109804235"
"109898503"
"109899953"
"109947049"
"110162116"
"110225016"
"110280499"
"110282473"
"110284142"
"110284320"
"110284454"
"110285385"
"110285586"
"110285689"
"110285730"
"110285898"
"110286166"
"110287061"
"110337349"
"110337507"
"110338015"
"110340092"
"110340621"
"110347018"
"110347183"
"11037227"
"110548002"
"110551987"
"110588896"
"110592185"
"110592574"
"110598809"
"110600695"
"110611605"
"110612693"
"110623038"
"110623046"
"110623050"
"110630458"
"110630580"
"110630622"
"110631274"
"110632212"
"110634738"
"110647328"
"110668150"
"110678065"
"110679591"
"110680036"
"110681866"
"110734506"
"11078745"
"110816912"
"110818044"
"110818270"
"110818588"
"110818906"
"110819766"
"110819980"
"110820383"
"110820674"
"110823471"
"110823847"
"110825410"
"110825676"
"110827186"
"110827474"
"110827668"
"110827739"
"110830314"
"110831199"
"110834653"
"110835044"
"110931976"
"111017618"
"111020236"
"111021049"
"111023709"
"111024870"
"111116450"
"111116464"
"111147441"
"111147609"
"111148637"
"111150230"
"111150334"
"111150376"
"111150904"
"111150931"
"111151982"
"111152179"
"111219909"
"111220106"
"111220842"
"111220927"
"111222973"
"111223515"
"111223613"
"111223995"
"111224155"
"111224243"
"111224754"
"111279206"
"111279529"
"111281411"
"111281564"
"111282116"
"11139540"
"111610925"
"111611107"
"111611199"
"111612839"
"111613455"
"111615554"
"111617415"
"111619185"
"111919316"
"112462653"
"112462695"
"112462821"
"112463027"
"112463043"
"112463089"
"112463277"
"112463327"
"112463593"
"112463779"
"112463925"
"112463953"
"112800673"
"112803043"
"112803449"
"112821398"
"112821609"
"112875704"
"112944411"
"112955899"
"113473784"
"113525667"
"113525675"
"113526420"
"113526479"
"113526718"
"113526720"
"113527709"
"113528035"
"113528990"
"113529047"
"113529174"
"113529200"
"113529320"
"113529747"
"113724267"
"113726898"
"113731760"
"113733341"
"113733344"
"113733431"
"113733457"
"113866173"
"113866210"
"113866660"
"113867426"
"113868272"
"113868565"
"113869328"
"113871488"
"113877828"
"113888806"
"113889821"
"113890133"
"113897440"
"113897923"
"113900683"
"113909532"
"113934743"
"113936557"
"113941017"
"113941581"
"113942145"
"113945095"
"113945200"
"113949673"
"113949713"
"113955459"
"114050057"
"114050077"
"114190027"
"114193063"
"114196273"
"114227201"
"114228090"
"114228535"
"114228552"
"114307129"
"114308718"
"114315080"
"114316760"
"114319487"
"114320324"
"114320425"
"114321506"
"114324636"
"114327161"
"114327315"
"114328667"
"114335877"
"114339030"
"114339765"
"114340168"
"114341130"
"114537544"
"114537780"
"114539953"
"114540602"
"114540837"
"114541356"
"114541523"
"114542109"
"114542306"
"114548443"
"114548970"
"114564468"
"114706526"
"114707623"
"114738227"
"114740501"
"114761465"
"114763950"
"114764524"
"114767551"
"114776420"
"114778935"
"114798230"
"114799243"
"115253419"
"115253427"
"115253852"
"115254579"
"115256305"
"115256957"
"115258222"
"115258647"
"115259424"
"115283026"
"115291791"
"115345827"
"115352641"
"115365025"
"115365761"
"115366286"
"115367244"
"115368031"
