"Substrate","Site","Basin","TotalAdjusted1","TotalAdjusted2","Rate1","Rate2","Unique1","Unique2","Unique3","Quantity1","Quantity2","Quantity3","TotalAdjustedZ1","TotalAdjustedZ2","RateZ1","RateZ2","UniqueZ1","UniqueZ2","UniqueZ3","QuantityZ1","QuantityZ2","QuantityZ3","TotalAdjustedMean","RateMean","QuantityMean","UniqueMean"
"Formate",1,"Illinois Basin",28.12646,25.07375714,0.3768,0.4703,5,9,11,6268.7302,11354.0087,41607.8,0.0949105458801423,0.0319900852758596,0.399283035853803,0.604707272487936,-1.07331895420313,-0.75724956891632,-0.599214876272914,-0.929065341102467,-0.895745859153456,-0.697518632638825,26.60010857,0.42355,19743.5129666667,8.33333333333333
"Formate",2,"Illinois Basin",24.00329714,41.87127714,0.329,0.3913,33,35,32,258549.7278,289875.3704,181754.527,0.0099264127379892,0.378210383772141,0.294264014344589,0.431140270412038,1.13916674280455,1.29720143544796,1.06014939648285,0.723916328556643,0.92916648017604,0.220743039851563,32.93728714,0.36015,243393.2084,33.3333333333333
"Formate",3,"Illinois Basin",6.175732857,2.506805714,0.0089,0.0229,42,36,36,683142.9009,251808.4028,295653.7655,-0.357524534039982,-0.433146235970419,-0.409011901661677,-0.378253192433037,1.85032285969988,1.37621878176966,1.37621878176966,3.50591235232969,0.679746189861209,0.967027362569934,4.3412692855,0.0159,410201.689733333,38
"Formate",4,"Illinois Basin",1.61177,4.182632857,0.0121,0.00988,2,11,12,1545.9549,27209.0353,113528.8425,-0.451594169478813,-0.398605102893773,-0.401981339552273,-0.406858792015672,-1.31037099316824,-0.599214876272914,-0.520197529951211,-0.96000964953269,-0.791861426353997,-0.226281535726086,2.8972014285,0.01099,47427.9442333333,8.33333333333333
"Formate",5,"Illinois Basin",2.033597143,3.394404286,0.01507,0.0224,28,28,24,179871.2305,345036.158,122603.1938,-0.442899724146211,-0.414851592324053,-0.395456099094483,-0.379351717762631,0.744080011196037,0.744080011196037,0.428010625909225,0.208403408160519,1.29058795723603,-0.166825070492307,2.7140007145,0.018735,215836.860766667,26.6666666666667
"Formate",6,"Cook Inlet gas field",21.46185714,27.835,0.27,0.4611,8,NA,NA,45848.6462,NA,NA,-0.042456207756607,0.0889031490620569,0.164638025452462,0.584494406423401,-0.836266915238023,NA,NA,-0.66973199353746,NA,NA,24.64842857,0.36555,45848.6462,8
"Formate",7,"Cook Inlet gas field",42.89874286,35.44585714,0.1702,-0.1051,NA,NA,NA,NA,NA,NA,0.399387884276566,0.245773522237582,-0.0546276303345583,-0.659475676809175,NA,NA,NA,NA,NA,NA,39.1723,0.03255,NA,NA
"Formate",8,"Cook Inlet gas field",1.960528571,13.8149,-0.0537,0.0288,10,NA,NA,149110.9414,NA,NA,-0.444405769253377,-0.200070652245976,-0.546547272926882,-0.365290593543824,-0.678232222594617,NA,NA,0.00685753463288471,NA,NA,7.8877142855,-0.01245,149110.9414,10
"Formate",9,"Cook Inlet gas field",-24.32705714,0.699471429,-0.163,-0.0058,3,NA,NA,7383.8053,NA,NA,-0.986229548692782,-0.470397914529829,-0.786684909976194,-0.441308546351749,-1.23135364684654,NA,NA,-0.921759207393911,NA,NA,-11.8137928555,-0.0844,7383.8053,3
"Formate",10,"Cook Inlet gas field",1.32544,1.364254286,-0.315,-0.2774,1,NA,NA,7639.0289,NA,NA,-0.457495829847036,-0.456695813315736,-1.12063661017286,-1.03802750538737,-1.38938833948994,NA,NA,-0.920086945366736,NA,NA,1.344847143,-0.2962,7639.0289,1
"Formate",11,"Cook Inlet gas field",1.91862,-3.254157143,0.1738,0.0745,3,NA,NA,74839.7853,NA,NA,-0.445269563311142,-0.551887709710384,-0.0467182479614793,-0.264885378418906,-1.23135364684654,NA,NA,-0.479777847284958,NA,NA,-0.6677685715,0.12415,74839.7853,3
"Formate",12,"Powder River Basin",0.497187778,-36.14904111,0.0194,-0.1955,26,NA,NA,184190.6877,NA,NA,-0.474567262506801,-1.22989711503065,-0.385942869740197,-0.858089056399823,0.586045318552631,NA,NA,0.236705117930185,NA,NA,-17.825926666,-0.08805,184190.6877,26
"Formate",13,"Powder River Basin",-15.76478556,-17.15704222,0.054,0.0519,21,NA,NA,139690.8809,NA,NA,-0.809749197888984,-0.838445548088813,-0.309924916932272,-0.314538723316568,0.190958586944116,NA,NA,-0.0548640673970411,NA,NA,-16.46091389,0.05295,139690.8809,21
"Formate",14,"Powder River Basin",-1.585444444,-1.813845556,-0.0932,-0.0715,19,NA,NA,126165.8359,NA,NA,-0.517493215240229,-0.522200880489237,-0.633330773964831,-0.585654774660439,0.0329238943007097,NA,NA,-0.143482122973949,NA,NA,-1.699645,-0.08235,126165.8359,19
"Formate",15,"Powder River Basin",-0.199521111,4.234846667,0.2641,0.5154,11,NA,NA,8864.715,NA,NA,-0.488927403736851,-0.397528903497444,0.15167542656325,0.703794257217341,-0.599214876272914,NA,NA,-0.912056072350813,NA,NA,2.017662778,0.38975,8864.715,11
"Formate",16,"Powder River Basin",7.780141111,21.77946778,0.0014,0.0105,NA,NA,NA,NA,NA,NA,-0.324455443804651,-0.0359098098010519,-0.425489781605591,-0.405496620606975,NA,NA,NA,NA,NA,NA,14.7798044455,0.00595,NA,NA
"Formate",17,"Powder River Basin",19.85314222,18.01702444,0.5876,0.5327,NA,NA,NA,NA,NA,NA,-0.0756140643805503,-0.113459010888483,0.862421314810756,0.741803233621303,NA,NA,NA,NA,NA,NA,18.93508333,0.56015,NA,NA
"Propionate",1,"Illinois Basin",18.06053143,3.971542857,0.0809,0.0768,5,9,11,6268.7302,11354.0087,41607.8,-0.112562271187356,-0.402955961997354,-0.250824254200099,-0.259832161902772,-1.07331895420313,-0.75724956891632,-0.599214876272914,-0.929065341102467,-0.895745859153456,-0.697518632638825,11.0160371435,0.07885,19743.5129666667,8.33333333333333
"Propionate",2,"Illinois Basin",1.08889,1.904505714,0.0062,0.0243,33,35,32,258549.7278,289875.3704,181754.527,-0.462371455035117,-0.44556047841718,-0.414943938441486,-0.375177321510173,1.13916674280455,1.29720143544796,1.06014939648285,0.723916328556643,0.92916648017604,0.220743039851563,1.496697857,0.01525,243393.2084,33.3333333333333
"Propionate",3,"Illinois Basin",0.636717143,1.009822857,0.0052,0.0033,42,36,36,683142.9009,251808.4028,295653.7655,-0.471691367827152,-0.464001139051014,-0.417140989100674,-0.421315385353133,1.85032285969988,1.37621878176966,1.37621878176966,3.50591235232969,0.679746189861209,0.967027362569934,0.82327,0.00425,410201.689733333,38
"Propionate",4,"Illinois Basin",5.014507143,0.427581429,0.0099,0.00088,2,11,12,1545.9549,27209.0353,113528.8425,-0.38145901444677,-0.476001946372515,-0.406814851002488,-0.426632247948369,-1.31037099316824,-0.599214876272914,-0.520197529951211,-0.96000964953269,-0.791861426353997,-0.226281535726086,2.721044286,0.00539,47427.9442333333,8.33333333333333
"Propionate",5,"Illinois Basin",0.101867143,-0.023641429,0.00197,0.0022,28,28,24,179871.2305,345036.158,122603.1938,-0.482715371766468,-0.485302278361113,-0.424237462729854,-0.42373214107824,0.744080011196037,0.744080011196037,0.428010625909225,0.208403408160519,1.29058795723603,-0.166825070492307,0.039112857,0.002085,215836.860766667,26.6666666666667
"Propionate",6,"Cook Inlet gas field",115.1481429,141.5255714,0.5998,0.5948,8,NA,NA,45848.6462,NA,NA,1.88854871563893,2.43222428017669,0.889225332852857,0.878240079556914,-0.836266915238023,NA,NA,-0.66973199353746,NA,NA,128.33685715,0.5973,45848.6462,8
"Propionate",7,"Cook Inlet gas field",28.86317143,2.437428571,0.4155,-0.0958,NA,NA,NA,NA,NA,NA,0.110095195233155,-0.434576195581021,0.484308896364401,-0.639043105678721,NA,NA,NA,NA,NA,NA,15.6503000005,0.15985,NA,NA
"Propionate",8,"Cook Inlet gas field",2.122571429,0.918785714,-0.0128,0.0323,10,NA,NA,149110.9414,NA,NA,-0.441065840105149,-0.465877541449923,-0.456687900966069,-0.357600916236664,-0.678232222594617,NA,NA,0.00685753463288471,NA,NA,1.5206785715,0.00975,149110.9414,10
"Propionate",9,"Cook Inlet gas field",-25.20838571,-1.537914286,-0.1621,-0.0032,3,NA,NA,7383.8053,NA,NA,-1.00439495885921,-0.516513552439391,-0.784707564382925,-0.435596214637859,-1.23135364684654,NA,NA,-0.921759207393911,NA,NA,-13.373149998,-0.08265,7383.8053,3
"Propionate",10,"Cook Inlet gas field",0.397751429,1.305625714,0.0489,0.2097,1,NA,NA,7639.0289,NA,NA,-0.476616784247639,-0.457904229897366,-0.321129875294133,0.0321558707033908,-1.38938833948994,NA,NA,-0.920086945366736,NA,NA,0.8516885715,0.1293,7639.0289,1
"Propionate",11,"Cook Inlet gas field",4.340305714,0.480157143,0.2214,0.1794,3,NA,NA,74839.7853,NA,NA,-0.395355245556779,-0.474918287630348,0.0578613634158973,-0.0344147642700233,-1.23135364684654,NA,NA,-0.479777847284958,NA,NA,2.4102314285,0.2004,74839.7853,3
"Propionate",12,"Powder River Basin",47.04484444,16.36022444,0.1598,-0.0548,26,NA,NA,184190.6877,NA,NA,0.484844816408423,-0.147607968029099,-0.0774769571901195,-0.548964028651989,0.586045318552631,NA,NA,0.236705117930185,NA,NA,31.70253444,0.0525,184190.6877,26
"Propionate",13,"Powder River Basin",124.0748556,139.7118978,0.5601,0.9087,21,NA,NA,139690.8809,NA,NA,2.07254070586038,2.39484193949981,0.80200242168307,1.56789428147621,0.190958586944116,NA,NA,-0.0548640673970411,NA,NA,131.8933767,0.7344,139690.8809,21
"Propionate",14,"Powder River Basin",9.597575556,16.70332222,-0.0416,0.0167,19,NA,NA,126165.8359,NA,NA,-0.286995586870691,-0.140536244595818,-0.5199629599507,-0.391874906520006,0.0329238943007097,NA,NA,-0.143482122973949,NA,NA,13.150448888,-0.01245,126165.8359,19
"Propionate",15,"Powder River Basin",-0.280672222,1.262528889,-0.1072,-0.0506,11,NA,NA,8864.715,NA,NA,-0.490600041237728,-0.458792515526181,-0.664089483193471,-0.539736415883397,-0.599214876272914,NA,NA,-0.912056072350813,NA,NA,0.4909283335,-0.0789,8864.715,11
"Propionate",16,"Powder River Basin",-0.115414444,-1.857587778,0.0142,-0.0026,NA,NA,NA,NA,NA,NA,-0.487193848107552,-0.523102468649735,-0.397367533167977,-0.434277984242345,NA,NA,NA,NA,NA,NA,-0.986501111,0.0058,NA,NA
"Propionate",17,"Powder River Basin",1.873421111,1.085871111,-0.0253,-0.0627,NA,NA,NA,NA,NA,NA,-0.446201175408718,-0.46243367854494,-0.484151034205926,-0.566320728859579,NA,NA,NA,NA,NA,NA,1.479646111,-0.044,NA,NA
"Valerate",1,"Illinois Basin",68.48060286,108.7336143,0.4252,0.5408,5,9,11,6268.7302,11354.0087,41607.8,0.926665673217438,1.7563363410381,0.505620287758531,0.759599343960731,-1.07331895420313,-0.75724956891632,-0.599214876272914,-0.929065341102467,-0.895745859153456,-0.697518632638825,88.60710858,0.483,19743.5129666667,8.33333333333333
"Valerate",2,"Illinois Basin",0.487154286,-0.011617143,-0.0069,0.0105,33,35,32,258549.7278,289875.3704,181754.527,-0.474774066760953,-0.485054441067981,-0.443725302076856,-0.405496620606975,1.13916674280455,1.29720143544796,1.06014939648285,0.723916328556643,0.92916648017604,0.220743039851563,0.2377685715,0.0018,243393.2084,33.3333333333333
"Valerate",3,"Illinois Basin",-0.65131,1.114405714,-0.00108,0.004,42,36,36,683142.9009,251808.4028,295653.7655,-0.498239402413256,-0.461845540607427,-0.430938467240379,-0.419777449891701,1.85032285969988,1.37621878176966,1.37621878176966,3.50591235232969,0.679746189861209,0.967027362569934,0.231547857,0.00146,410201.689733333,38
"Valerate",4,"Illinois Basin",0.109135714,0.581804286,2e-04,0.00158,2,11,12,1545.9549,27209.0353,113528.8425,-0.482565556387694,-0.472823198343908,-0.428126242396617,-0.425094312486937,-1.31037099316824,-0.599214876272914,-0.520197529951211,-0.96000964953269,-0.791861426353997,-0.226281535726086,0.34547,0.00089,47427.9442333333,8.33333333333333
"Valerate",5,"Illinois Basin",0.331015714,-0.024938571,0.00087,0,28,28,24,179871.2305,345036.158,122603.1938,-0.477992300345709,-0.485329014265605,-0.426654218454961,-0.428565652528455,0.744080011196037,0.744080011196037,0.428010625909225,0.208403408160519,1.29058795723603,-0.166825070492307,0.1530385715,0.000435,215836.860766667,26.6666666666667
"Valerate",6,"Cook Inlet gas field",237.3462857,304.4931429,0.9296,1.2078,8,NA,NA,45848.6462,NA,NA,4.40722275061,5.79121306244598,1.61381264025325,2.22503213363952,-0.836266915238023,NA,NA,-0.66973199353746,NA,NA,270.9197143,1.0687,45848.6462,8
"Valerate",7,"Cook Inlet gas field",116.9241714,103.1788571,0.6874,0.4219,NA,NA,NA,NA,NA,NA,1.92515513833752,1.64184505328501,1.08168697059778,0.498370020583208,NA,NA,NA,NA,NA,NA,110.05151425,0.55465,NA,NA
"Valerate",8,"Cook Inlet gas field",144.8385286,142.2628714,0.5684,0.7229,10,NA,NA,149110.9414,NA,NA,2.50050894545403,2.44742106077772,0.820237942154336,1.15968226899897,-0.678232222594617,NA,NA,0.00685753463288471,NA,NA,143.5507,0.64565,149110.9414,10
"Valerate",9,"Cook Inlet gas field",80.41285714,39.46247143,0.3017,0.1852,3,NA,NA,7383.8053,NA,NA,1.17260606433203,0.328561540851534,0.234284531348741,-0.0216718704467295,-1.23135364684654,NA,NA,-0.921759207393911,NA,NA,59.937664285,0.24345,7383.8053,3
"Valerate",10,"Cook Inlet gas field",1.043668571,-0.669474286,0.0829,0.0182,1,NA,NA,7639.0289,NA,NA,-0.463303531713509,-0.498613793663922,-0.246430152881722,-0.388579330531223,-1.38938833948994,NA,NA,-0.920086945366736,NA,NA,0.1870971425,0.05055,7639.0289,1
"Valerate",11,"Cook Inlet gas field",0.599905714,0.821371429,-0.5413,-0.0183,3,NA,NA,74839.7853,NA,NA,-0.472450102684229,-0.467885385633499,-1.61782917434724,-0.468771679591606,-1.23135364684654,NA,NA,-0.479777847284958,NA,NA,0.7106385715,-0.2798,74839.7853,3
"Valerate",12,"Powder River Basin",41.07642222,-44.24013111,0.2698,-0.2432,26,NA,NA,184190.6877,NA,NA,0.361827316053594,-1.39666575676826,0.164198615320625,-0.962888372843119,0.586045318552631,NA,NA,0.236705117930185,NA,NA,-1.581854445,0.0133,184190.6877,26
"Valerate",13,"Powder River Basin",22.60021556,23.10063556,-0.0344,0.1433,21,NA,NA,139690.8809,NA,NA,-0.018993054150113,-0.00867870049710293,-0.504144195204542,-0.113728293066731,0.190958586944116,NA,NA,-0.0548640673970411,NA,NA,22.85042556,0.05445,139690.8809,21
"Valerate",14,"Powder River Basin",-1.400882222,3.033107778,-0.0789,-0.0478,19,NA,NA,126165.8359,NA,NA,-0.513689130613928,-0.422298416905623,-0.601912949538434,-0.533584674037669,0.0329238943007097,NA,NA,-0.143482122973949,NA,NA,0.816112778,-0.06335,126165.8359,19
"Valerate",15,"Powder River Basin",-1.312523333,2.584995556,-0.0955,-0.102,11,NA,NA,8864.715,NA,NA,-0.511867930762737,-0.431534634350858,-0.638383990480965,-0.652664819765691,-0.599214876272914,NA,NA,-0.912056072350813,NA,NA,0.6362361115,-0.09875,8864.715,11
"Valerate",16,"Powder River Basin",-5.855405556,-0.379874444,-6e-04,0.0087,NA,NA,NA,NA,NA,NA,-0.605503064954005,-0.492644737294785,-0.429883882923968,-0.409451311793514,NA,NA,NA,NA,NA,NA,-3.11764,0.00405,NA,NA
"Valerate",17,"Powder River Basin",1.49883,0.411041111,-0.0012,-0.0376,NA,NA,NA,NA,NA,NA,-0.453922020287276,-0.47634286537932,-0.431202113319481,-0.511174757313946,NA,NA,NA,NA,NA,NA,0.9549355555,-0.0194,NA,NA
