"GeneCategory","Basin","Site","AbundanceMean","AbudanceRelativeToBasinMean","AbudanceRelativeToBasinSE","AbudanceRelativeToBasinList","AbudanceRelativeToBasinCount","SEHigh","SELow","RankWithinCategory","RankWithinSite"
"Sulfate Reduction","CookInlet",6,8.82306488549618,0.509727626459144,NA,"0.509727626459144",1,NA,NA,1,8
"Sulfate Reduction","CookInlet",8,9.2810109375,0.498054474708171,NA,"0.498054474708171",1,NA,NA,2,8
"Sulfate Reduction","CookInlet",9,6020.13133023256,0.167315175097276,NA,"0.167315175097276",1,NA,NA,14,10
"Sulfate Reduction","CookInlet",10,11261.7994942857,0.136186770428016,NA,"0.136186770428016",1,NA,NA,6,9
"Sulfate Reduction","CookInlet",11,9211.11102926829,0.478599221789883,NA,"0.478599221789883",1,NA,NA,3,10
"Sulfate Reduction","Illinois",1,2839.17881367468,0.207270511019784,0.047466796873169,"0.159189580318379-0.208523592085236-0.254098360655738",3,0.254737307892953,0.159803714146615,9,6
"Sulfate Reduction","Illinois",2,7760.75855606115,0.552230199750189,0.0405048390593334,"0.510853835021708-0.554033485540335-0.591803278688525",3,0.592735038809522,0.511725360690856,13,6
"Sulfate Reduction","Illinois",3,13685.2817911271,0.705850967952779,0.024600133679838,"0.732272069464544-0.701674277016743-0.683606557377049",3,0.730451101632617,0.681250834272941,12,1
"Sulfate Reduction","Illinois",4,6506.00742752301,0.227991661155989,0.0917688431554558,"0.134587554269175-0.231354642313546-0.318032786885246",3,0.319760504311445,0.136222818000533,7,15
"Sulfate Reduction","Illinois",5,8543.33204483987,0.541157698588923,0.0647225238540395,"0.568740955137482-0.58751902587519-0.467213114754098",3,0.605880222442963,0.476435174734884,10,9
"Sulfate Reduction","Powder",12,8910.25105187075,0.542435424354244,NA,"0.542435424354244",1,NA,NA,11,6
"Sulfate Reduction","Powder",13,6866.80090395189,0.53690036900369,NA,"0.53690036900369",1,NA,NA,5,6
"Sulfate Reduction","Powder",14,6650.11651061093,0.57380073800738,NA,"0.57380073800738",1,NA,NA,4,1
"Sulfate Reduction","Powder",15,1143.95890434783,0.339483394833948,NA,"0.339483394833948",1,NA,NA,8,5
"Sulfur Oxidation","CookInlet",6,8.84241666666667,0.642857142857143,NA,"0.642857142857143",1,NA,NA,1,3
"Sulfur Oxidation","CookInlet",8,9.2897625,0.714285714285714,NA,"0.714285714285714",1,NA,NA,2,3
"Sulfur Oxidation","CookInlet",9,5405.64279,0.178571428571429,NA,"0.178571428571429",1,NA,NA,14,3
"Sulfur Oxidation","CookInlet",10,16737.0682571429,0.125,NA,"0.125",1,NA,NA,3,11
"Sulfur Oxidation","CookInlet",11,8415.91486,0.446428571428571,NA,"0.446428571428571",1,NA,NA,6,1
"Sulfur Oxidation","Illinois",1,5700.21922878997,0.210174994160829,0.0321694153309559,"0.177514792899408-0.211180124223602-0.241830065359477",3,0.242344409491785,0.178005578829873,12,14
"Sulfur Oxidation","Illinois",2,10612.8608870029,0.54820256433477,0.0490264987113068,"0.497041420118343-0.552795031055901-0.594771241830065",3,0.597229063046077,0.499176065623463,5,10
"Sulfur Oxidation","Illinois",3,15880.5964605539,0.752584188350468,0.0348730304619106,"0.775147928994083-0.770186335403727-0.712418300653595",3,0.787457218812379,0.717711157888558,7,6
"Sulfur Oxidation","Illinois",4,10618.5864612833,0.266031336068716,0.0959775004362744,"0.159763313609467-0.291925465838509-0.34640522875817",3,0.36200883650499,0.170053835632441,9,10
"Sulfur Oxidation","Illinois",5,14964.4287955666,0.556607927451917,0.0761454784030847,"0.615384615384615-0.583850931677019-0.470588235294118",3,0.632753405855002,0.480462449048833,11,10
"Sulfur Oxidation","Powder",12,11690.8497938462,0.5078125,NA,"0.5078125",1,NA,NA,13,1
"Sulfur Oxidation","Powder",13,8305.07933611111,0.5625,NA,"0.5625",1,NA,NA,10,14
"Sulfur Oxidation","Powder",14,14326.5240927711,0.6484375,NA,"0.6484375",1,NA,NA,8,10
"Sulfur Oxidation","Powder",15,2439.54488888889,0.3515625,NA,"0.3515625",1,NA,NA,4,14
"other category","CookInlet",6,8.6808032967033,0.614864864864865,NA,"0.614864864864865",1,NA,NA,1,5
"other category","CookInlet",8,9.22057073170732,0.554054054054054,NA,"0.554054054054054",1,NA,NA,2,5
"other category","CookInlet",9,5370.50299333333,0.101351351351351,NA,"0.101351351351351",1,NA,NA,14,6
"other category","CookInlet",10,8360.99158,0.0675675675675676,NA,"0.0675675675675676",1,NA,NA,6,6
"other category","CookInlet",11,5757.84332790698,0.290540540540541,NA,"0.290540540540541",1,NA,NA,3,5
"other category","Illinois",1,3894.77064258144,0.239460026250047,0.0537791233126658,"0.179924242424242-0.253937007874016-0.284518828451883",3,0.293239149562713,0.185680902937381,5,10
"other category","Illinois",2,9547.72030930951,0.582739999241251,0.0451004155557666,"0.539772727272727-0.578740157480315-0.629707112970711",3,0.627840414797018,0.537639583685485,9,13
"other category","Illinois",3,14174.1764954028,0.729955740483942,0.0169245862334938,"0.744318181818182-0.734251968503937-0.711297071129707",3,0.746880326717436,0.713031154250448,13,9
"other category","Illinois",4,7337.84399116069,0.297590939207913,0.117906891131537,"0.166666666666667-0.330708661417323-0.395397489539749",3,0.41549783033945,0.179684048076376,12,5
"other category","Illinois",5,11156.0909212603,0.560800614786218,0.0460183642961047,"0.579545454545455-0.594488188976378-0.50836820083682",3,0.606818979082322,0.514782250490113,4,5
"other category","Powder",12,10505.2049967181,0.554603854389722,NA,"0.554603854389722",1,NA,NA,7,14
"other category","Powder",13,8187.81283212851,0.533190578158458,NA,"0.533190578158458",1,NA,NA,11,13
"other category","Powder",14,7825.90913741259,0.612419700214133,NA,"0.612419700214133",1,NA,NA,10,6
"other category","Powder",15,1801.97422356322,0.372591006423983,NA,"0.372591006423983",1,NA,NA,8,10
"virulence","Illinois",1,2915.03520544328,0.241960095376539,0.0553710803182688,"0.180698151950719-0.256742179072276-0.288439955106622",3,0.297331175694808,0.18658901505827,9,13
"virulence","Illinois",2,9014.50389585137,0.601891602269275,0.0542735232373415,"0.549281314168378-0.598705501618123-0.657687991021324",3,0.656165125506617,0.547618079031934,1,5
"virulence","Illinois",3,14217.5064786221,0.723313161324985,0.0182292493690185,"0.741273100616016-0.723840345199569-0.704826038159372",3,0.741542410694004,0.705083911955967,8,13
"virulence","Illinois",4,7656.92731202769,0.29071160783713,0.10595931962872,"0.172484599589322-0.322545846817691-0.377104377104377",3,0.39667092746585,0.18475228820841,4,13
"virulence","Illinois",5,10854.5301428437,0.59898036664626,0.0452366568671876,"0.616016427104723-0.633225458468177-0.547699214365881",3,0.644217023513448,0.553743709779073,7,13
"virulence","Powder",12,9549.07012613636,0.569411764705882,NA,"0.569411764705882",1,NA,NA,2,13
"virulence","Powder",13,7948.15435535714,0.56,NA,"0.56",1,NA,NA,6,1
"virulence","Powder",14,7488.1291872549,0.66,NA,"0.66",1,NA,NA,5,13
"virulence","Powder",15,1038.41514535211,0.417647058823529,NA,"0.417647058823529",1,NA,NA,3,13
